name,state,country,popularity
Budišov,Kraj Vysočina,Czech Republic,1197
Bystřice nad Pernštejnem,Kraj Vysočina,Czech Republic,7871
Černovice,Kraj Vysočina,Czech Republic,1769
Chotěboř,Kraj Vysočina,Czech Republic,9092
Dobronín,Kraj Vysočina,Czech Republic,1913
Dolní Cerekev,Kraj Vysočina,Czech Republic,1233
Golčův Jeníkov,Kraj Vysočina,Czech Republic,2821
Habry,Kraj Vysočina,Czech Republic,1309
Havlíčkův Brod,Kraj Vysočina,Czech Republic,23791
Herálec,Kraj Vysočina,Czech Republic,1269
Horní Cerekev,Kraj Vysočina,Czech Republic,1871
Hrotovice,Kraj Vysočina,Czech Republic,1784
Humpolec,Kraj Vysočina,Czech Republic,11522
Jaroměřice nad Rokytnou,Kraj Vysočina,Czech Republic,4087
Jemnice,Kraj Vysočina,Czech Republic,3964
Jimramov,Kraj Vysočina,Czech Republic,1176
Kamenice,Kraj Vysočina,Czech Republic,1994
Kamenice nad Lipou,Kraj Vysočina,Czech Republic,3651
Kněžice,Kraj Vysočina,Czech Republic,1455
Křižanov,Kraj Vysočina,Czech Republic,1827
Křížová,Kraj Vysočina,Czech Republic,1630
Ledeč nad Sázavou,Kraj Vysočina,Czech Republic,6048
Lípa,Kraj Vysočina,Czech Republic,1020
Luka nad Jihlavou,Kraj Vysočina,Czech Republic,3172
Lukavec,Kraj Vysočina,Czech Republic,991
Měřín,Kraj Vysočina,Czech Republic,2011
Mohelno,Kraj Vysočina,Czech Republic,1386
Moravské Budějovice,Kraj Vysočina,Czech Republic,7098
Náměšť nad Oslavou,Kraj Vysočina,Czech Republic,4767
Nová Cerekev,Kraj Vysočina,Czech Republic,1177
Nové Město na Moravě,Kraj Vysočina,Czech Republic,9834
Nové Syrovice,Kraj Vysočina,Czech Republic,1007
Nové Veselí,Kraj Vysočina,Czech Republic,1356
Okres Havlíčkův Brod,Kraj Vysočina,Czech Republic,95877
Okres Jihlava,Kraj Vysočina,Czech Republic,0
Okres Pelhřimov,Kraj Vysočina,Czech Republic,74218
Okres Třebíč,Kraj Vysočina,Czech Republic,110209
Okres Žďár nad Sázavou,Kraj Vysočina,Czech Republic,118878
Okříšky,Kraj Vysočina,Czech Republic,2018
Okrouhlice,Kraj Vysočina,Czech Republic,1210
Pacov,Kraj Vysočina,Czech Republic,4743
Pelhřimov,Kraj Vysočina,Czech Republic,16206
Počátky,Kraj Vysočina,Czech Republic,2502
Polná,Kraj Vysočina,Czech Republic,5277
Přibyslav,Kraj Vysočina,Czech Republic,4076
Rouchovany,Kraj Vysočina,Czech Republic,1093
Stařeč,Kraj Vysočina,Czech Republic,1691
Štoky,Kraj Vysočina,Czech Republic,1540
Světlá nad Sázavou,Kraj Vysočina,Czech Republic,6394
Svratka,Kraj Vysočina,Czech Republic,1367
Telč,Kraj Vysočina,Czech Republic,5134
Třebíč,Kraj Vysočina,Czech Republic,34530
Třešť,Kraj Vysočina,Czech Republic,5790
Velké Meziříčí,Kraj Vysočina,Czech Republic,11608
Velký Beranov,Kraj Vysočina,Czech Republic,1269
Vilémov,Kraj Vysočina,Czech Republic,1029
Vladislav,Kraj Vysočina,Czech Republic,1171
Žďár nad Sázavou,Kraj Vysočina,Czech Republic,20404
Žďár nad Sázavou Druhy,Kraj Vysočina,Czech Republic,0
Želetava,Kraj Vysočina,Czech Republic,1488
Želiv,Kraj Vysočina,Czech Republic,1152
Žirovnice,Kraj Vysočina,Czech Republic,3178
Albrechtice nad Orlicí,Královéhradecký kraj,Czech Republic,1063
Bílá Třemešná,Královéhradecký kraj,Czech Republic,1345
Borohrádek,Královéhradecký kraj,Czech Republic,2062
Broumov,Královéhradecký kraj,Czech Republic,7108
Častolovice,Královéhradecký kraj,Czech Republic,1686
Černilov,Královéhradecký kraj,Czech Republic,2233
Černožice,Královéhradecký kraj,Czech Republic,1253
Červený Kostelec,Královéhradecký kraj,Czech Republic,8262
Česká Skalice,Královéhradecký kraj,Czech Republic,5020
České Meziříčí,Královéhradecký kraj,Czech Republic,1603
Chlumec nad Cidlinou,Královéhradecký kraj,Czech Republic,5609
Dobruška,Královéhradecký kraj,Czech Republic,6532
Dolní Černilov,Královéhradecký kraj,Czech Republic,2255
Doudleby nad Orlicí,Královéhradecký kraj,Czech Republic,1787
Dvůr Králové nad Labem,Královéhradecký kraj,Czech Republic,15322
Hořice,Královéhradecký kraj,Czech Republic,8476
Hostinné,Královéhradecký kraj,Czech Republic,4151
Hronov,Královéhradecký kraj,Czech Republic,6094
Jaroměř,Královéhradecký kraj,Czech Republic,12483
Jičín,Královéhradecký kraj,Czech Republic,16101
Kopidlno,Královéhradecký kraj,Czech Republic,2157
Kostelec nad Orlicí,Královéhradecký kraj,Czech Republic,6252
Kvasiny,Královéhradecký kraj,Czech Republic,1349
Lázně Bělohrad,Královéhradecký kraj,Czech Republic,3674
Libáň,Královéhradecký kraj,Czech Republic,1868
Machov,Královéhradecký kraj,Czech Republic,1049
Malé Svatoňovice,Královéhradecký kraj,Czech Republic,1587
Meziměstí,Královéhradecký kraj,Czech Republic,2324
Mladé Buky,Královéhradecký kraj,Czech Republic,2287
Mostek,Královéhradecký kraj,Czech Republic,1360
Náchod,Královéhradecký kraj,Czech Republic,19827
Nechanice,Královéhradecký kraj,Czech Republic,2508
Nová Paka,Královéhradecký kraj,Czech Republic,8979
Nové Město nad Metují,Královéhradecký kraj,Czech Republic,9181
Nový Bydžov,Královéhradecký kraj,Czech Republic,7224
Okres Hradec Králové,Královéhradecký kraj,Czech Republic,168401
Okres Jičín,Královéhradecký kraj,Czech Republic,80413
Okres Náchod,Královéhradecký kraj,Czech Republic,109747
Okres Rychnov nad Kněžnou,Královéhradecký kraj,Czech Republic,80808
Okres Trutnov,Královéhradecký kraj,Czech Republic,116554
Opočno,Královéhradecký kraj,Czech Republic,3148
Ostroměř,Královéhradecký kraj,Czech Republic,1368
Pecka,Královéhradecký kraj,Czech Republic,1311
Pilníkov,Královéhradecký kraj,Czech Republic,1218
Police nad Metují,Královéhradecký kraj,Czech Republic,4131
Předměřice nad Labem,Královéhradecký kraj,Czech Republic,1638
Provodov-Šonov,Královéhradecký kraj,Czech Republic,1225
Radvanice,Královéhradecký kraj,Czech Republic,1090
Rokytnice v Orlických Horách,Královéhradecký kraj,Czech Republic,2125
Rtyně v Podkrkonoší,Královéhradecký kraj,Czech Republic,2858
Rudník,Královéhradecký kraj,Czech Republic,2161
Rychnov nad Kněžnou,Královéhradecký kraj,Czech Republic,11420
Skuhrov nad Bělou,Královéhradecký kraj,Czech Republic,1060
Smidary,Královéhradecký kraj,Czech Republic,1523
Smiřice,Královéhradecký kraj,Czech Republic,3138
Sobotka,Královéhradecký kraj,Czech Republic,2400
Solnice,Královéhradecký kraj,Czech Republic,2376
Špindlerův Mlýn,Královéhradecký kraj,Czech Republic,1136
Stará Paka,Královéhradecký kraj,Czech Republic,2026
Staré Nechanice,Královéhradecký kraj,Czech Republic,2180
Stěžery,Královéhradecký kraj,Czech Republic,1625
Svoboda nad Úpou,Královéhradecký kraj,Czech Republic,1951
Teplice nad Metují,Královéhradecký kraj,Czech Republic,1614
Třebechovice pod Orebem,Královéhradecký kraj,Czech Republic,5869
Trutnov,Královéhradecký kraj,Czech Republic,29607
Týniště nad Orlicí,Královéhradecký kraj,Czech Republic,6148
Úpice,Královéhradecký kraj,Czech Republic,5448
Valdice,Královéhradecký kraj,Czech Republic,1474
Vamberk,Královéhradecký kraj,Czech Republic,4568
Velké Poříčí,Královéhradecký kraj,Czech Republic,2328
Velké Svatoňovice,Královéhradecký kraj,Czech Republic,1125
Vrchlabí,Královéhradecký kraj,Czech Republic,12102
Všestary,Královéhradecký kraj,Czech Republic,1537
Žacléř,Královéhradecký kraj,Czech Republic,3072
Zadní Mostek,Královéhradecký kraj,Czech Republic,1350
Železnice,Královéhradecký kraj,Czech Republic,1094
Benecko,Liberecký kraj,Czech Republic,1142
Brniště,Liberecký kraj,Czech Republic,1358
Česká Lípa,Liberecký kraj,Czech Republic,36815
Český Dub,Liberecký kraj,Czech Republic,2882
Chrastava,Liberecký kraj,Czech Republic,6315
Cvikov,Liberecký kraj,Czech Republic,4534
Desná,Liberecký kraj,Czech Republic,2999
Doksy,Liberecký kraj,Czech Republic,5115
Dubá,Liberecký kraj,Czech Republic,1672
Frýdlant,Liberecký kraj,Czech Republic,7379
Harrachov,Liberecký kraj,Czech Republic,1388
Hejnice,Liberecký kraj,Czech Republic,2751
Hodkovice nad Mohelkou,Liberecký kraj,Czech Republic,2994
Horní Branná,Liberecký kraj,Czech Republic,1798
Hrádek nad Nisou,Liberecký kraj,Czech Republic,8001
Jablonec nad Jizerou,Liberecký kraj,Czech Republic,1609
Jablonec nad Nisou,Liberecký kraj,Czech Republic,46209
Jablonné v Podještědí,Liberecký kraj,Czech Republic,3704
Janov nad Nisou,Liberecký kraj,Czech Republic,1186
Jilemnice,Liberecký kraj,Czech Republic,5377
Josefův Důl,Liberecký kraj,Czech Republic,1024
Kamenický Šenov,Liberecký kraj,Czech Republic,3811
Kořenov,Liberecký kraj,Czech Republic,1014
Košťálov,Liberecký kraj,Czech Republic,1671
Lomnice nad Popelkou,Liberecký kraj,Czech Republic,5626
Lučany nad Nisou,Liberecký kraj,Czech Republic,1941
Malá Skála,Liberecký kraj,Czech Republic,1067
Mimoň,Liberecký kraj,Czech Republic,6387
Mníšek,Liberecký kraj,Czech Republic,1133
Nové Město pod Smrkem,Liberecký kraj,Czech Republic,3725
Nový Bor,Liberecký kraj,Czech Republic,11318
Ohrazenice,Liberecký kraj,Czech Republic,1055
Okres Česká Lípa,Liberecký kraj,Czech Republic,102860
Okres Jablonec nad Nisou,Liberecký kraj,Czech Republic,93048
Okres Liberec,Liberecký kraj,Czech Republic,180955
Okres Semily,Liberecký kraj,Czech Republic,72631
Osečná,Liberecký kraj,Czech Republic,1184
Pěnčín,Liberecký kraj,Czech Republic,1769
Plavy,Liberecký kraj,Czech Republic,1077
Poniklá,Liberecký kraj,Czech Republic,1247
Příšovice,Liberecký kraj,Czech Republic,1277
Raspenava,Liberecký kraj,Czech Republic,2833
Rokytnice nad Jizerou,Liberecký kraj,Czech Republic,3281
Rovensko pod Troskami,Liberecký kraj,Czech Republic,1371
Semily,Liberecký kraj,Czech Republic,8022
Smržovka,Liberecký kraj,Czech Republic,3915
Stráž nad Nisou,Liberecký kraj,Czech Republic,1877
Stráž pod Ralskem,Liberecký kraj,Czech Republic,3839
Studenec,Liberecký kraj,Czech Republic,1734
Tanvald,Liberecký kraj,Czech Republic,5970
Turnov,Liberecký kraj,Czech Republic,14577
Velké Hamry,Liberecký kraj,Czech Republic,2717
Višňova,Liberecký kraj,Czech Republic,1319
Vysoké nad Jizerou,Liberecký kraj,Czech Republic,1278
Zákupy,Liberecký kraj,Czech Republic,2954
Žandov,Liberecký kraj,Czech Republic,1922
Železný Brod,Liberecký kraj,Czech Republic,6043
Albrechtice,Moravskoslezský kraj,Czech Republic,4019
Bartošovice,Moravskoslezský kraj,Czech Republic,1596
Baška,Moravskoslezský kraj,Czech Republic,3222
Bílovec,Moravskoslezský kraj,Czech Republic,7411
Bohumín,Moravskoslezský kraj,Czech Republic,20315
Bohuslavice,Moravskoslezský kraj,Czech Republic,1560
Bolatice,Moravskoslezský kraj,Czech Republic,4186
Brantice,Moravskoslezský kraj,Czech Republic,1215
Břidličná,Moravskoslezský kraj,Czech Republic,3698
Brumovice,Moravskoslezský kraj,Czech Republic,1464
Bruntál,Moravskoslezský kraj,Czech Republic,15037
Brušperk,Moravskoslezský kraj,Czech Republic,4164
Budišov nad Budišovkou,Moravskoslezský kraj,Czech Republic,2801
Bukovec,Moravskoslezský kraj,Czech Republic,1364
Bystřice,Moravskoslezský kraj,Czech Republic,4698
Čeladná,Moravskoslezský kraj,Czech Republic,2152
Chlebičov,Moravskoslezský kraj,Czech Republic,1068
Chotěbuz,Moravskoslezský kraj,Czech Republic,1050
Chuchelná,Moravskoslezský kraj,Czech Republic,1315
Darkovice,Moravskoslezský kraj,Czech Republic,1210
Dětmarovice,Moravskoslezský kraj,Czech Republic,3821
Dobrá,Moravskoslezský kraj,Czech Republic,3032
Dobratice,Moravskoslezský kraj,Czech Republic,1047
Dolní Benešov,Moravskoslezský kraj,Czech Republic,3869
Dolní Lhota,Moravskoslezský kraj,Czech Republic,1308
Dolní Lutyně,Moravskoslezský kraj,Czech Republic,4712
Dolní Životice,Moravskoslezský kraj,Czech Republic,1143
Doubrava,Moravskoslezský kraj,Czech Republic,1744
Dvorce,Moravskoslezský kraj,Czech Republic,1518
Frenštát pod Radhoštěm,Moravskoslezský kraj,Czech Republic,10554
Fryčovice,Moravskoslezský kraj,Czech Republic,2353
Frýdek-Místek,Moravskoslezský kraj,Czech Republic,53590
Frýdlant nad Ostravicí,Moravskoslezský kraj,Czech Republic,9835
Fulnek,Moravskoslezský kraj,Czech Republic,5472
Háj ve Slezsku,Moravskoslezský kraj,Czech Republic,3322
Hať,Moravskoslezský kraj,Czech Republic,2539
Hlučín,Moravskoslezský kraj,Czech Republic,13352
Hněvošice,Moravskoslezský kraj,Czech Republic,1028
Hnojník,Moravskoslezský kraj,Czech Republic,1492
Hodslavice,Moravskoslezský kraj,Czech Republic,1699
Holasovice,Moravskoslezský kraj,Czech Republic,1366
Horní Benešov,Moravskoslezský kraj,Czech Republic,2205
Horní Bludovice,Moravskoslezský kraj,Czech Republic,1652
Horní Město,Moravskoslezský kraj,Czech Republic,814
Horní Suchá,Moravskoslezský kraj,Czech Republic,4466
Horní Těrlicko,Moravskoslezský kraj,Czech Republic,4134
Hrabyně,Moravskoslezský kraj,Czech Republic,1184
Hradec nad Moravici,Moravskoslezský kraj,Czech Republic,5459
Hrádek,Moravskoslezský kraj,Czech Republic,1753
Hukvaldy,Moravskoslezský kraj,Czech Republic,1924
Jablunkov,Moravskoslezský kraj,Czech Republic,5257
Jakartovice,Moravskoslezský kraj,Czech Republic,1054
Janovice,Moravskoslezský kraj,Czech Republic,1693
Jeseník nad Odrou,Moravskoslezský kraj,Czech Republic,1898
Jindřichov,Moravskoslezský kraj,Czech Republic,1504
Jistebník,Moravskoslezský kraj,Czech Republic,1461
Karlovice,Moravskoslezský kraj,Czech Republic,1128
Klimkovice,Moravskoslezský kraj,Czech Republic,4454
Kobeřice,Moravskoslezský kraj,Czech Republic,3228
Komorní Lhotka,Moravskoslezský kraj,Czech Republic,1119
Kopřivnice,Moravskoslezský kraj,Czech Republic,21374
Kozlovice,Moravskoslezský kraj,Czech Republic,2852
Kozmice,Moravskoslezský kraj,Czech Republic,1808
Kravaře,Moravskoslezský kraj,Czech Republic,6689
Krmelín,Moravskoslezský kraj,Czech Republic,1853
Krnov,Moravskoslezský kraj,Czech Republic,22518
Kunčice pod Ondřejníkem,Moravskoslezský kraj,Czech Republic,1995
Kunín,Moravskoslezský kraj,Czech Republic,1811
Lichnov,Moravskoslezský kraj,Czech Republic,1088
Lichnov (o. Nový Jičín),Moravskoslezský kraj,Czech Republic,1335
Lučina,Moravskoslezský kraj,Czech Republic,1181
Ludgeřovice,Moravskoslezský kraj,Czech Republic,4635
Markvartovice,Moravskoslezský kraj,Czech Republic,1766
Město Albrechtice,Moravskoslezský kraj,Czech Republic,3375
Metylovice,Moravskoslezský kraj,Czech Republic,1534
Milíkov,Moravskoslezský kraj,Czech Republic,1291
Mokré Lazce,Moravskoslezský kraj,Czech Republic,1085
Morávka,Moravskoslezský kraj,Czech Republic,1017
Mořkov,Moravskoslezský kraj,Czech Republic,2414
Mosty u Jablunkova,Moravskoslezský kraj,Czech Republic,3989
Návsí u Jablunkova,Moravskoslezský kraj,Czech Republic,3880
Nový Jičín,Moravskoslezský kraj,Czech Republic,23005
Nýdek,Moravskoslezský kraj,Czech Republic,1934
Odry,Moravskoslezský kraj,Czech Republic,7314
Okres Bruntál,Moravskoslezský kraj,Czech Republic,88288
Okres Frýdek-Místek,Moravskoslezský kraj,Czech Republic,213997
Okres Karviná,Moravskoslezský kraj,Czech Republic,238419
Okres Nový Jičín,Moravskoslezský kraj,Czech Republic,151331
Okres Opava,Moravskoslezský kraj,Czech Republic,174423
Okres Ostrava-město,Moravskoslezský kraj,Czech Republic,0
Oldřišov,Moravskoslezský kraj,Czech Republic,1358
Opava,Moravskoslezský kraj,Czech Republic,55109
Orlová,Moravskoslezský kraj,Czech Republic,27540
Osoblaha,Moravskoslezský kraj,Czech Republic,1136
Ostravice,Moravskoslezský kraj,Czech Republic,2324
Otice,Moravskoslezský kraj,Czech Republic,1292
Palkovice,Moravskoslezský kraj,Czech Republic,2751
Paskov,Moravskoslezský kraj,Czech Republic,3883
Petrovice u Karviné,Moravskoslezský kraj,Czech Republic,4874
Petřvald,Moravskoslezský kraj,Czech Republic,7409
Píšť,Moravskoslezský kraj,Czech Republic,2096
Pražmo,Moravskoslezský kraj,Czech Republic,1007
Příbor,Moravskoslezský kraj,Czech Republic,8298
Pustá Polom,Moravskoslezský kraj,Czech Republic,1394
Raškovice,Moravskoslezský kraj,Czech Republic,1771
Řepiště,Moravskoslezský kraj,Czech Republic,1581
Ropice,Moravskoslezský kraj,Czech Republic,1390
Rybí,Moravskoslezský kraj,Czech Republic,1047
Rychvald,Moravskoslezský kraj,Czech Republic,7787
Rýmařov,Moravskoslezský kraj,Czech Republic,7763
Sedliště,Moravskoslezský kraj,Czech Republic,1263
Sedlnice,Moravskoslezský kraj,Czech Republic,1327
Šenov,Moravskoslezský kraj,Czech Republic,6639
Šilheřovice,Moravskoslezský kraj,Czech Republic,1534
Slavkov,Moravskoslezský kraj,Czech Republic,1686
Stará Ves nad Ondřejnicí,Moravskoslezský kraj,Czech Republic,2450
Staré Město,Moravskoslezský kraj,Czech Republic,1205
Staříč,Moravskoslezský kraj,Czech Republic,1906
Starý Jičín,Moravskoslezský kraj,Czech Republic,2405
Stěbořice,Moravskoslezský kraj,Czech Republic,1330
Štěpánkovice,Moravskoslezský kraj,Czech Republic,3096
Štítina,Moravskoslezský kraj,Czech Republic,1173
Stonava,Moravskoslezský kraj,Czech Republic,1771
Štramberk,Moravskoslezský kraj,Czech Republic,3470
Studénka,Moravskoslezský kraj,Czech Republic,9302
Sviadnov,Moravskoslezský kraj,Czech Republic,1352
Tichá,Moravskoslezský kraj,Czech Republic,1585
Třinec,Moravskoslezský kraj,Czech Republic,33852
Trojanovice,Moravskoslezský kraj,Czech Republic,2114
Václavovice,Moravskoslezský kraj,Czech Republic,1544
Velká Polom,Moravskoslezský kraj,Czech Republic,1597
Velké Heraltice,Moravskoslezský kraj,Czech Republic,1613
Velké Hoštice,Moravskoslezský kraj,Czech Republic,1675
Vendryně,Moravskoslezský kraj,Czech Republic,3918
Veřovice,Moravskoslezský kraj,Czech Republic,1936
Vítkov,Moravskoslezský kraj,Czech Republic,5508
Vlčnov,Moravskoslezský kraj,Czech Republic,741
Vratimov,Moravskoslezský kraj,Czech Republic,7434
Vrbno pod Pradědem,Moravskoslezský kraj,Czech Republic,6072
Vřesina,Moravskoslezský kraj,Czech Republic,2410
Zátor,Moravskoslezský kraj,Czech Republic,1169
Bedihošť,Olomoucký kraj,Czech Republic,1002
Bělotín,Olomoucký kraj,Czech Republic,1630
Bílá Lhota,Olomoucký kraj,Czech Republic,1091
Bohuňovice,Olomoucký kraj,Czech Republic,2390
Bouzov,Olomoucký kraj,Czech Republic,1490
Brodek u Přerova,Olomoucký kraj,Czech Republic,1844
Čelechovice na Hané,Olomoucký kraj,Czech Republic,1329
Červenka,Olomoucký kraj,Czech Republic,1361
Česká Ves,Olomoucký kraj,Czech Republic,2554
Dolany,Olomoucký kraj,Czech Republic,2162
Dolní Bohdíkov,Olomoucký kraj,Czech Republic,1258
Dolní Studénky,Olomoucký kraj,Czech Republic,1278
Dolní Újezd,Olomoucký kraj,Czech Republic,1138
Doloplazy,Olomoucký kraj,Czech Republic,1235
Drahanovice,Olomoucký kraj,Czech Republic,1810
Dřevohostice,Olomoucký kraj,Czech Republic,1460
Dub nad Moravou,Olomoucký kraj,Czech Republic,1632
Dubicko,Olomoucký kraj,Czech Republic,1082
Grygov,Olomoucký kraj,Czech Republic,1385
Hanušovice,Olomoucký kraj,Czech Republic,2889
Hlubočky,Olomoucký kraj,Czech Republic,4448
Hněvotín,Olomoucký kraj,Czech Republic,1201
Horka nad Moravou,Olomoucký kraj,Czech Republic,2101
Horní Moštěnice,Olomoucký kraj,Czech Republic,1581
Horní Štěpánov,Olomoucký kraj,Czech Republic,894
Hustopeče Nad Bečvou,Olomoucký kraj,Czech Republic,1751
Javorník,Olomoucký kraj,Czech Republic,2574
Jeseník,Olomoucký kraj,Czech Republic,10456
Kojetín,Olomoucký kraj,Czech Republic,5748
Kokory,Olomoucký kraj,Czech Republic,1099
Konice,Olomoucký kraj,Czech Republic,2664
Kostelec na Hané,Olomoucký kraj,Czech Republic,2832
Kralice na Hané,Olomoucký kraj,Czech Republic,1708
Leština,Olomoucký kraj,Czech Republic,1246
Lipník nad Bečvou,Olomoucký kraj,Czech Republic,7955
Litovel,Olomoucký kraj,Czech Republic,9510
Loštice,Olomoucký kraj,Czech Republic,3052
Loučná nad Desnou,Olomoucký kraj,Czech Republic,1949
Lutín,Olomoucký kraj,Czech Republic,3194
Majetín,Olomoucký kraj,Czech Republic,1087
Medlov,Olomoucký kraj,Czech Republic,1560
Město Libavá,Olomoucký kraj,Czech Republic,1213
Mikulovice,Olomoucký kraj,Czech Republic,2750
Mohelnice,Olomoucký kraj,Czech Republic,9782
Moravičany,Olomoucký kraj,Czech Republic,1184
Moravský Beroun,Olomoucký kraj,Czech Republic,2804
Mostkovice,Olomoucký kraj,Czech Republic,1646
Náklo,Olomoucký kraj,Czech Republic,1425
Náměšť na Hané,Olomoucký kraj,Czech Republic,2210
Němčice nad Hanou,Olomoucký kraj,Czech Republic,1918
Nezamyslice,Olomoucký kraj,Czech Republic,1490
Nový Malín,Olomoucký kraj,Czech Republic,2713
Okres Jeseník,Olomoucký kraj,Czech Republic,36492
Okres Olomouc,Olomoucký kraj,Czech Republic,239399
Okres Přerov,Olomoucký kraj,Czech Republic,127286
Okres Prostějov,Olomoucký kraj,Czech Republic,108923
Okres Šumperk,Olomoucký kraj,Czech Republic,119400
Olšany,Olomoucký kraj,Czech Republic,1108
Osek nad Bečvou,Olomoucký kraj,Czech Republic,1097
Oskava,Olomoucký kraj,Czech Republic,1471
Otaslavice,Olomoucký kraj,Czech Republic,1275
Paseka,Olomoucký kraj,Czech Republic,1162
Písečná,Olomoucký kraj,Czech Republic,1063
Plumlov,Olomoucký kraj,Czech Republic,2254
Postřelmov,Olomoucký kraj,Czech Republic,3314
Potštát,Olomoucký kraj,Czech Republic,1237
Přáslavice,Olomoucký kraj,Czech Republic,1290
Přemyslovice,Olomoucký kraj,Czech Republic,1218
Přerov,Olomoucký kraj,Czech Republic,40906
Příkazy,Olomoucký kraj,Czech Republic,1224
Prostějov,Olomoucký kraj,Czech Republic,43408
Protivanov,Olomoucký kraj,Czech Republic,1090
Ptení,Olomoucký kraj,Czech Republic,1093
Radslavice,Olomoucký kraj,Czech Republic,1110
Rapotín,Olomoucký kraj,Czech Republic,3009
Rokytnice,Olomoucký kraj,Czech Republic,1422
Ruda nad Moravou,Olomoucký kraj,Czech Republic,2490
Samotíšky,Olomoucký kraj,Czech Republic,1137
Senice na Hané,Olomoucký kraj,Czech Republic,1824
Skrbeň,Olomoucký kraj,Czech Republic,1081
Slatinice,Olomoucký kraj,Czech Republic,1578
Smržice,Olomoucký kraj,Czech Republic,1654
Sobotín,Olomoucký kraj,Czech Republic,2468
Štěpánov,Olomoucký kraj,Czech Republic,3555
Šternberk,Olomoucký kraj,Czech Republic,13239
Štíty,Olomoucký kraj,Czech Republic,1905
Strážná,Olomoucký kraj,Czech Republic,1770
Sudkov,Olomoucký kraj,Czech Republic,1185
Šumperk,Olomoucký kraj,Czech Republic,24735
Těšetice,Olomoucký kraj,Czech Republic,1212
Tovačov,Olomoucký kraj,Czech Republic,2467
Troubelice,Olomoucký kraj,Czech Republic,1802
Troubky,Olomoucký kraj,Czech Republic,1993
Tršice,Olomoucký kraj,Czech Republic,1559
Újezd,Olomoucký kraj,Czech Republic,1341
Uničov,Olomoucký kraj,Czech Republic,11237
Určice,Olomoucký kraj,Czech Republic,1305
Úsov,Olomoucký kraj,Czech Republic,1164
Vápenná,Olomoucký kraj,Czech Republic,1271
Velká Bystřice,Olomoucký kraj,Czech Republic,2913
Velké Losiny,Olomoucký kraj,Czech Republic,2862
Velký Týnec,Olomoucký kraj,Czech Republic,2150
Velký Újezd,Olomoucký kraj,Czech Republic,1068
Věrovany,Olomoucký kraj,Czech Republic,1306
Vidnava,Olomoucký kraj,Czech Republic,1190
Vikýřovice,Olomoucký kraj,Czech Republic,2064
Vrbátky,Olomoucký kraj,Czech Republic,1562
Zábřeh,Olomoucký kraj,Czech Republic,13320
Zlaté Hory,Olomoucký kraj,Czech Republic,3701
Žulová,Olomoucký kraj,Czech Republic,1128
Brandýs nad Orlicí,Pardubický kraj,Czech Republic,1300
Březová nad Svitavou,Pardubický kraj,Czech Republic,1569
Brněnec,Pardubický kraj,Czech Republic,1405
Býšť,Pardubický kraj,Czech Republic,1115
Bystré,Pardubický kraj,Czech Republic,1563
Bystřec,Pardubický kraj,Czech Republic,1084
Červená Voda,Pardubický kraj,Czech Republic,3180
Česká Třebová,Pardubický kraj,Czech Republic,15010
Choceň,Pardubický kraj,Czech Republic,8641
Chrast,Pardubický kraj,Czech Republic,3150
Chroustovice,Pardubický kraj,Czech Republic,1264
Chrudim,Pardubický kraj,Czech Republic,23564
Chvaletice,Pardubický kraj,Czech Republic,2925
Dašice,Pardubický kraj,Czech Republic,1797
Dlouhá Třebová,Pardubický kraj,Czech Republic,1250
Dolní Čermná,Pardubický kraj,Czech Republic,1352
Dolní Dobrouč,Pardubický kraj,Czech Republic,2543
Dolní Roveň,Pardubický kraj,Czech Republic,1899
Dolní Sloupnice,Pardubický kraj,Czech Republic,1729
Heřmanův Městec,Pardubický kraj,Czech Republic,4964
Hlinsko,Pardubický kraj,Czech Republic,9563
Holice,Pardubický kraj,Czech Republic,6761
Horní Čermná,Pardubický kraj,Czech Republic,1016
Horní Jelení,Pardubický kraj,Czech Republic,2119
Horní Sloupnice,Pardubický kraj,Czech Republic,1742
Hradec nad Svitavou,Pardubický kraj,Czech Republic,1584
Hrochův Týnec,Pardubický kraj,Czech Republic,2307
Jablonné nad Orlicí,Pardubický kraj,Czech Republic,3078
Jaroměřice,Pardubický kraj,Czech Republic,1242
Jedlová,Pardubický kraj,Czech Republic,1010
Jevíčko,Pardubický kraj,Czech Republic,2822
Králíky,Pardubický kraj,Czech Republic,4097
Krouna,Pardubický kraj,Czech Republic,1352
Kunčina,Pardubický kraj,Czech Republic,1191
Kunvald,Pardubický kraj,Czech Republic,938
Lanškroun,Pardubický kraj,Czech Republic,9776
Lázně Bohdaneč,Pardubický kraj,Czech Republic,3355
Letohrad,Pardubický kraj,Czech Republic,6407
Litomyšl,Pardubický kraj,Czech Republic,10448
Lukavice,Pardubický kraj,Czech Republic,1066
Luže,Pardubický kraj,Czech Republic,2604
Městečko Trnávka,Pardubický kraj,Czech Republic,1502
Miřetice,Pardubický kraj,Czech Republic,1205
Moravská Třebová,Pardubický kraj,Czech Republic,9550
Nasavrky,Pardubický kraj,Czech Republic,1693
Okres Chrudim,Pardubický kraj,Czech Republic,106659
Okres Pardubice,Pardubický kraj,Czech Republic,181213
Okres Svitavy,Pardubický kraj,Czech Republic,104541
Okres Ústí nad Orlicí,Pardubický kraj,Czech Republic,138056
Opatov,Pardubický kraj,Czech Republic,1124
Opatovice nad Labem,Pardubický kraj,Czech Republic,2218
Osík,Pardubický kraj,Czech Republic,1051
